ID,NUM_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_CALLE,Calle,Cruce,Direccion,COMUNA,Pos_X,Pos_Y,VICTIMA,ACUSADO,Dia_Sem,Barrios,Rol,Sexo,Edad,Fecha_Fallec,Rango_Etario
2018-0038,2,2018-04-20,2018,4,20,17,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 1571,Comuna 1,-58.38872177,-34.60885045,PEATON,AUTO,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,59,2018-04-20,Entre 41-60
2018-0038,2,2018-04-20,2018,4,20,17,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 1571,Comuna 1,-58.38872177,-34.60885045,PEATON,AUTO,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,61,2018-04-20,Entre 61-80
2018-0039,1,2018-04-21,2018,4,21,22,AUTOPISTA,"LUGONES, LEOPOLDO AV.",NO es cruce,AUTOPISTA LUGONES KM 4.7,Comuna 14,,,PEATON,AUTO,Sáb,Palermo,PEATON,MASCULINO,37,2018-04-21, Entre 21- 40
2018-0040,1,2018-04-27,2018,4,27,11,CALLE,"FREIRE, RAMON, CAP. GRAL.",CRUCE,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",Comuna 13,-58.45686132,-34.57305993,PEATON,CARGAS,Vie,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,0,2018-04-27,Menos de 20
2018-0041,1,2018-04-27,2018,4,27,13,AVENIDA,LA PLATA AV.,CRUCE,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 4,-58.42281627,-34.64282424,PEATON,PASAJEROS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,FEMENINO,78,2018-04-27,Entre 61-80
2018-0042,1,2018-04-27,2018,4,27,18,CALLE,BRANDSEN,CRUCE,BRANDSEN y PERDRIEL,Comuna 4,-58.38666024,-34.63953396,MOTO,CARGAS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27, Entre 21- 40
2018-0043,1,2018-04-28,2018,4,28,6,AVENIDA,"VILARDEBO, TEODORO",CRUCE,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",Comuna 11,-58.49122843,-34.61207587,MOTO,AUTO,Sáb,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,25,2018-04-29, Entre 21- 40
2018-0044,1,2018-04-28,2018,4,28,9,AVENIDA,ALBERTI,CRUCE,ALBERTI e INDEPENDENCIA AV.,Comuna 3,-58.40098306,-34.61866627,PEATON,AUTO,Sáb,Balvanera y San Cristóbal,PEATON,FEMENINO,50,2018-04-28,Entre 41-60
2018-0045,1,2018-04-30,2018,4,30,7,AVENIDA,ALVAREZ THOMAS AV.,NO es cruce,ALVAREZ THOMAS AV. 879,Comuna 13,-58.45448963,-34.5791692,AUTO,CARGAS,Lun,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,60,2018-04-30,Entre 61-80
2018-0046,1,2018-05-02,2018,5,2,3,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y RIVADAVIA AV.",Comuna 9,-58.52927982,-34.63931752,PEATON,AUTO,Mié,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,11,2018-05-02,Menos de 20
2018-0047,1,2018-05-08,2018,5,8,19,AVENIDA,CORRIENTES AV.,CRUCE,CORRIENTES AV. y DORREGO AV.,Comuna 15,-58.44759966,-34.5917024,PEATON,PASAJEROS,Mar,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,82,2018-05-09,Más de 80
2018-0048,1,2018-05-09,2018,5,9,10,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y PEDERNERA,Comuna 7,-58.46411215,-34.62925068,PEATON,PASAJEROS,Mié,Flores y Parque Chacabuco,PEATON,MASCULINO,57,2018-05-16,Entre 41-60
2018-0049,1,2018-05-11,2018,5,11,19,CALLE,QUESADA,NO es cruce,QUESADA 2300,Comuna 13,-58.4621322,-34.55395823,PEATON,AUTO,Vie,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,40,2018-05-13,Entre 41-60
2018-0050,1,2018-05-14,2018,5,14,18,AVENIDA,CABILDO AV.,CRUCE,CABILDO AV. y JURAMENTO AV.,Comuna 13,-58.45669422,-34.5620361,PEATON,PASAJEROS,Lun,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,47,2018-05-24,Entre 41-60
2018-0051,1,2018-05-15,2018,5,15,21,CALLE,CALIFORNIA,CRUCE,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",Comuna 4,-58.3597716,-34.64341878,PEATON,AUTO,Mar,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,FEMENINO,57,2018-05-15,Entre 41-60
2018-0052,1,2018-05-18,2018,5,18,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",CRUCE,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",Comuna 15,-58.49820145,-34.59070093,PEATON,PASAJEROS,Vie,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,78,2018-05-19,Entre 61-80
2018-0053,1,2018-05-20,2018,5,20,2,CALLE,SAN LUIS,CRUCE,SAN LUIS y AGUERO,Comuna 3,-58.4105928,-34.5993918,MOTO,AUTO,Dom,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,43,2018-05-20,Entre 41-60
2018-0054,1,2018-05-22,2018,5,22,11,AUTOPISTA,"LUGONES, LEOPOLDO AV.",NO es cruce,LUGONES 2430,Comuna 12,-58.47969138,-34.57121563,PEATON,BICICLETA,Mar,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PEATON,FEMENINO,86,2018-05-25,Más de 80
2018-0055,1,2018-05-29,2018,5,29,7,AVENIDA,INDEPENDENCIA AV.,CRUCE,INDEPENDENCIA AV. y JUJUY AV.,Comuna 3,-58.40351561,-34.61883916,MOTO,AUTO,Mar,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,21,2018-05-29, Entre 21- 40
2018-0056,1,2018-06-02,2018,6,2,13,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 11050,Comuna 9,-58.51973844,-34.63918987,PEATON,PASAJEROS,Sáb,"Liniers, Mataderos y Parque Avellaneda",PEATON,FEMENINO,69,2018-06-04,Entre 61-80
2018-0057,1,2018-06-03,2018,6,3,3,CALLE,COMBATE DE LOS POZOS,CRUCE,COMBATE DE LOS POZOS y HUMBERTO 1Â°,Comuna 3,-58.39311376,-34.62163006,MOTO,PASAJEROS,Dom,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,33,2018-06-04, Entre 21- 40
2018-0058,1,2018-06-03,2018,6,3,6,AVENIDA,CORDOBA AV.,CRUCE,CORDOBA AV. y THAMES,Comuna 15,-58.43531242,-34.59082159,MOTO,AUTO,Dom,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,26,2018-06-13, Entre 21- 40
2018-0059,1,2018-06-08,2018,6,8,6,AVENIDA,"GARAY, JUAN DE AV.",CRUCE,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",Comuna 5,-58.41178165,-34.63035454,MOTO,OTRO,Vie,Almagro y Boedo,CONDUCTOR,MASCULINO,54,2018-06-08,Entre 41-60
2018-0060,1,2018-06-08,2018,6,8,12,AVENIDA,LAVALLE,CRUCE,"LAVALLE y ALEM, LEANDRO N. AV.",Comuna 1,-58.370488,-34.60189492,PEATON,PASAJEROS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,51,2018-06-08,Entre 41-60
2018-0061,1,2018-06-10,2018,6,10,11,CALLE,ESTADOS UNIDOS,CRUCE,ESTADOS UNIDOS y PICHINCHA,Comuna 3,-58.39883882,-34.61964833,MOTO,MOTO,Dom,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,51,2018-06-10,Entre 41-60
2018-0062,1,2018-06-14,2018,6,14,1,CALLE,ROSARIO,CRUCE,ROSARIO y BARCO CENTENERA DEL,Comuna 6,-58.44110156,-34.62082399,PEATON,CARGAS,Jue,Caballito,PEATON,MASCULINO,32,2018-06-14, Entre 21- 40
2018-0063,1,2018-06-16,2018,6,16,21,AVENIDA,"ALEM, LEANDRO N. AV.",CRUCE,"ALEM, LEANDRO N. AV. y VIAMONTE",Comuna 1,-58.37093138,-34.59952725,PEATON,PASAJEROS,Sáb,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,28,2018-06-17, Entre 21- 40
2018-0064,1,2018-06-25,2018,6,25,1,AVENIDA,VARELA AV.,CRUCE,VARELA AV. y PRIMERA JUNTA,Comuna 7,-58.45855262,-34.63953253,AUTO,CARGAS,Lun,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,30,2018-06-25, Entre 21- 40
2018-0065,1,2018-06-26,2018,6,26,17,CALLE,"PELLEGRINI, CARLOS",CRUCE,"PELLEGRINI, CARLOS y JUNCAL",Comuna 1,-58.38161909,-34.59283447,MOTO,CARGAS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,35,2018-06-26, Entre 21- 40
2018-0066,1,2018-06-28,2018,6,28,11,AVENIDA,CORRIENTES AV.,CRUCE,"CORRIENTES AV. y LACROZE, FEDERICO AV.",Comuna 15,-58.45511899,-34.58698157,PEATON,PASAJEROS,Jue,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,73,2018-06-28,Entre 61-80
2018-0067,1,2018-06-29,2018,6,29,16,AVENIDA,"MONTES DE OCA, MANUEL AV.",CRUCE,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",Comuna 4,-58.37724226,-34.62973033,PASAJEROS,AUTO,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-07-06,Más de 80
2018-0068,1,2018-07-01,2018,7,1,9,AVENIDA,CARABOBO AV.,CRUCE,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",Comuna 7,-58.45546217,-34.62930339,MOTO,AUTO,Dom,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,21,2018-07-01, Entre 21- 40
2018-0069,1,2018-07-04,2018,7,4,21,AVENIDA,CORDOBA AV.,NO es cruce,CORDOBA AV. 2215,Comuna 2,-58.39897064,-34.59954925,BICICLETA,PASAJEROS,Mié,Recoleta,CICLISTA,MASCULINO,20,2018-07-04, Entre 21- 40
2018-0070,1,2018-07-07,2018,7,7,15,CALLE,ESTADOS UNIDOS,CRUCE,"ESTADOS UNIDOS y URQUIZA, GRAL.",Comuna 3,-58.40917826,-34.62126274,MOTO,PASAJEROS,Sáb,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,33,2018-07-07, Entre 21- 40
2018-0071,1,2018-07-10,2018,7,10,17,CALLE,MORENO,CRUCE,"MORENO y HUERGO, ING. AV.",Comuna 1,-58.36726348,-34.61099738,MOTO,CARGAS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,0,2018-07-10,Menos de 20
2018-0072,1,2018-07-11,2018,7,11,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,NO es cruce,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,Comuna 8,-58.48267426,-34.68454456,MOTO,CARGAS,Mié,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,27,2018-07-13, Entre 21- 40
2018-0073,1,2018-07-11,2018,7,11,15,AVENIDA,"IRIARTE, GRAL. AV.",NO es cruce,"IRIARTE, GRAL. AV. 3400",Comuna 4,-58.39546165,-34.65168841,PEATON,CARGAS,Mié,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,FEMENINO,67,2018-07-11,Entre 61-80
2018-0074,1,2018-07-14,2018,7,14,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO es cruce,"ALBERDI, JUAN BAUTISTA AV. 2968",Comuna 7,-58.46941984,-34.63376545,AUTO,CARGAS,Sáb,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,25,2018-07-14, Entre 21- 40
2018-0075,1,2018-07-15,2018,7,15,7,AVENIDA,DEL LIBERTADOR AV.,CRUCE,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,Comuna 14,-58.40367321,-34.58129246,PEATON,AUTO,Dom,Palermo,PEATON,MASCULINO,23,2018-07-15, Entre 21- 40
2018-0076,1,2018-07-16,2018,7,16,9,CALLE,"CHAVEZ, JORGE",CRUCE,"CHAVEZ, JORGE y PAZ, GRAL. AV.",Comuna 9,-58.52932872,-34.65014993,AUTO,CARGAS,Lun,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,73,2018-07-16,Entre 61-80
2018-0077,1,2018-07-16,2018,7,16,23,CALLE,"URQUIZA, GRAL.",CRUCE,"URQUIZA, GRAL. y ESTADOS UNIDOS",Comuna 3,-58.40917826,-34.62126274,AUTO,CARGAS,Lun,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,58,2018-07-17,Entre 41-60
2018-0078,1,2018-07-21,2018,7,21,6,CALLE,PARAGUAY,CRUCE,PARAGUAY y SANCHEZ DE BUSTAMANTE,Comuna 2,-58.41264127,-34.59473294,PEATON,AUTO,Sáb,Recoleta,PEATON,MASCULINO,27,2018-07-21, Entre 21- 40
2018-0079,1,2018-07-23,2018,7,23,7,AUTOPISTA,DE LOS CORRALES AV.,CRUCE,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",Comuna 9,-58.50877521,-34.66977709,PEATON,CARGAS,Lun,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,0,2018-07-23,Menos de 20
2018-0080,1,2018-07-25,2018,7,25,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CRUCE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Comuna 9,-58.51232237,-34.6590353,PEATON,AUTO,Mié,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,26,2018-07-25, Entre 21- 40
2018-0081,1,2018-07-29,2018,7,29,6,AVENIDA,CASTANARES AV.,CRUCE,CASTAÑARES AV. y RIVERA INDARTE AV.,Comuna 7,-58.44744156,-34.64567171,PEATON,MULTIPLE,Dom,Flores y Parque Chacabuco,PEATON,MASCULINO,35,2018-07-29, Entre 21- 40
2018-0082,1,2018-08-01,2018,8,1,15,AVENIDA,LARRAZABAL AV.,CRUCE,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",Comuna 9,-58.49441273,-34.65869968,MOTO,CARGAS,Mié,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,FEMENINO,17,2018-08-01,Menos de 20
2018-0083,1,2018-08-02,2018,8,2,5,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 8,-58.47976785,-34.69153196,MOTO,CARGAS,Jue,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,0,2018-08-02,Menos de 20
2018-0084,1,2018-08-03,2018,8,3,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",CRUCE,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",Comuna 1,-58.36523349,-34.62260331,PEATON,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,45,2018-08-03,Entre 41-60
2018-0085,2,2018-08-03,2018,8,3,18,AVENIDA,ENTRE RIOS AV.,CRUCE,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",Comuna 3,-58.39118948,-34.62704273,MOTO,PASAJEROS,Vie,Balvanera y San Cristóbal,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03, Entre 21- 40
2018-0085,2,2018-08-03,2018,8,3,18,AVENIDA,ENTRE RIOS AV.,CRUCE,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",Comuna 3,-58.39118948,-34.62704273,MOTO,PASAJEROS,Vie,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,30,2018-08-03, Entre 21- 40
2018-0086,1,2018-08-10,2018,8,10,21,AVENIDA,DIRECTORIO AV.,CRUCE,DIRECTORIO AV. y GUARDIA NACIONAL,Comuna 9,-58.49019551,-34.65015854,PEATON,PASAJEROS,Vie,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,40,2018-08-10,Entre 41-60
2018-0087,1,2018-08-15,2018,8,15,19,AVENIDA,PAVON AV.,CRUCE,PAVON AV. y COLOMBRES,Comuna 5,-58.41644362,-34.63023775,PEATON,PASAJEROS,Mié,Almagro y Boedo,PEATON,MASCULINO,75,2018-08-20,Entre 61-80
2018-0088,1,2018-08-17,2018,8,17,16,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",Comuna 12,-58.5007381,-34.5497951,MOTO,CARGAS,Vie,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,0,2018-08-17,Menos de 20
2018-0089,1,2018-08-17,2018,8,17,17,AVENIDA,PICHINCHA AV.,CRUCE,PICHINCHA AV. y BRASIL,Comuna 4,-58.39626094,-34.63036565,PEATON,PASAJEROS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,80,2018-08-17,Más de 80
2018-0090,1,2018-08-18,2018,8,18,10,AVENIDA,27 DE FEBRERO AV.,CRUCE,27 DE FEBRERO AV. y PERGAMINO,Comuna 8,-58.43284809,-34.67051543,MOTO,AUTO,Sáb,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,27,2018-08-18, Entre 21- 40
2018-0091,1,2018-08-19,2018,8,19,18,AUTOPISTA,AUTOPISTA PERITO MORENO,CRUCE,AUTOPISTA PERITO MORENO y BARRAGAN,Comuna 9,-58.52280139,-34.63659934,AUTO,AUTO,Dom,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19, Entre 21- 40
2018-0092,1,2018-08-20,2018,8,20,8,AVENIDA,CORDOBA AV.,CRUCE,CORDOBA AV. y GASCON,Comuna 14,-58.4233693,-34.59774487,MOTO,AUTO,Lun,Palermo,CONDUCTOR,MASCULINO,23,2018-08-20, Entre 21- 40
2018-0093,1,2018-08-20,2018,8,20,8,CALLE,15 DE NOVIEMBRE DE 1889,NO es cruce,15 DE NOVIEMBRE DE 1889 1513,Comuna 1,-58.38691681,-34.63105973,PEATON,PASAJEROS,Lun,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,24,2018-08-20, Entre 21- 40
2018-0094,1,2018-08-23,2018,8,23,5,CALLE,"SALGUERO, JERONIMO",CRUCE,"SALGUERO, JERONIMO y BERUTI",Comuna 14,-58.4116902,-34.5857988,MOTO,PASAJEROS,Jue,Palermo,CONDUCTOR,MASCULINO,32,2018-08-23, Entre 21- 40
2018-0095,1,2018-08-26,2018,8,26,0,AVENIDA,LACARRA AV.,CRUCE,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",Comuna 9,-58.46739825,-34.65117757,AUTO,AUTO,Dom,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26,Entre 41-60
2018-0096,1,2018-08-31,2018,8,31,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,CRUCE,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",Comuna 8,-58.44483258,-34.67152226,PEATON,AUTO,Vie,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,MASCULINO,39,2018-08-31, Entre 21- 40
2018-0097,1,2018-09-02,2018,9,2,10,AVENIDA,VARELA AV.,CRUCE,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",Comuna 8,-58.43254025,-34.66128115,AUTO,OTRO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,FEMENINO,35,2018-09-02, Entre 21- 40
2018-0098,2,2018-09-09,2018,9,9,5,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y BERON DE ASTRADA",Comuna 8,-58.47199387,-34.69640164,AUTO,AUTO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,55,2018-09-09,Entre 41-60
2018-0098,2,2018-09-09,2018,9,9,5,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y BERON DE ASTRADA",Comuna 8,-58.47199387,-34.69640164,AUTO,AUTO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09,Entre 41-60
2018-0099,1,2018-09-12,2018,9,12,14,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y PEDERNERA,Comuna 7,-58.46411215,-34.62925068,PEATON,PASAJEROS,Mié,Flores y Parque Chacabuco,PEATON,MASCULINO,18,2018-09-13,Menos de 20
2018-0100,1,2018-09-20,2018,9,20,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",NO es cruce,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",Comuna 1,-58.36217754,-34.62367156,MOTO,AUTO,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",SD,FEMENINO,33,2018-09-20, Entre 21- 40
2018-0101,1,2018-09-21,2018,9,21,0,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y ZAPIOLA",Comuna 12,-58.48098594,-34.5407313,AUTO,MULTIPLE,Vie,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,0,2018-09-21,Menos de 20
2018-0102,1,2018-09-21,2018,9,21,0,CALLE,FAMATINA,CRUCE,"FAMATINA y TABORDA, DIOGENES",Comuna 4,-58.41083404,-34.64640709,MOTO,AUTO,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,20,2018-09-21, Entre 21- 40
2018-0103,1,2018-09-27,2018,9,27,17,AVENIDA,CASTANARES AV.,CRUCE,"CASTAÑARES AV. y BONORINO, ESTEBAN, CNEL. AV.",Comuna 7,-58.44609828,-34.64446729,PEATON,MOTO,Jue,Flores y Parque Chacabuco,PEATON,MASCULINO,1,2018-09-29,Menos de 20
2018-0104,1,2018-10-01,2018,10,1,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,CRUCE,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,Comuna 4,-58.37709334,-34.64035082,MOTO,MOTO,Lun,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,22,2018-10-01, Entre 21- 40
2018-0105,1,2018-10-03,2018,10,3,18,AVENIDA,NAZCA AV.,CRUCE,NAZCA AV. y RIVADAVIA AV.,Comuna 7,-58.46963952,-34.63070603,PEATON,PASAJEROS,Mié,Flores y Parque Chacabuco,PEATON,FEMENINO,56,2018-10-03,Entre 41-60
2018-0106,1,2018-10-04,2018,10,4,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",CRUCE,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",Comuna 13,-58.43674281,-34.55161027,MOTO,MOTO,Jue,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,27,2018-10-04, Entre 21- 40
2018-0107,1,2018-10-06,2018,10,6,14,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y JUJUY AV.,Comuna 3,-58.4059686,-34.61011987,PEATON,PASAJEROS,Sáb,Balvanera y San Cristóbal,PEATON,FEMENINO,62,2018-10-06,Entre 61-80
2018-0108,1,2018-10-09,2018,10,9,14,AVENIDA,DE LOS ITALIANOS AV.,CRUCE,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",Comuna 1,-58.36154069,-34.60463618,MOTO,AUTO,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,37,2018-10-10, Entre 21- 40
2018-0109,1,2018-10-10,2018,10,10,22,AVENIDA,TUCUMAN,CRUCE,"TUCUMAN y ALEM, LEANDRO N. AV.",Comuna 1,-58.37062179,-34.60066507,PEATON,PASAJEROS,Mié,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,34,2018-10-10, Entre 21- 40
2018-0110,1,2018-10-13,2018,10,13,3,AVENIDA,CORRIENTES AV.,CRUCE,"CORRIENTES AV. y GALLARDO, ANGEL AV.",Comuna 15,-58.43220014,-34.60207186,PEATON,MOTO,Sáb,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,60,2018-10-14,Entre 61-80
2018-0111,1,2018-10-19,2018,10,19,12,AUTOPISTA,AUTOPISTA PERITO MORENO,NO es cruce,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",Comuna 9,-58.46958442,-34.64949724,MOTO,CARGAS,Vie,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,28,2018-10-19, Entre 21- 40
2018-0112,1,2018-10-24,2018,10,24,9,CALLE,MUÑECAS,CRUCE,MUÑECAS y SERRANO,Comuna 15,-58.44671397,-34.59970903,MOTO,CARGAS,Mié,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,FEMENINO,28,2018-10-24, Entre 21- 40
2018-0113,1,2018-10-25,2018,10,25,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",CRUCE,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",Comuna 11,-58.47152163,-34.61474911,MOTO,CARGAS,Jue,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,20,2018-10-25, Entre 21- 40
2018-0114,1,2018-10-30,2018,10,30,2,AVENIDA,SOLIS,CRUCE,SOLIS e INDEPENDENCIA AV.,Comuna 1,-58.39032921,-34.61807951,MOTO,AUTO,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,23,2018-10-30, Entre 21- 40
2018-0115,1,2018-10-31,2018,10,31,12,CALLE,"BOSCH, VENTURA",CRUCE,"BOSCH, VENTURA y PAZ, GRAL. AV.",Comuna 9,-58.52887773,-34.64297861,PEATON,PASAJEROS,Mié,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,42,2018-11-01,Entre 41-60
